Datetime, Aggregationtime, Station, Lat, Lon, Alt, Qualityflag, Ta_200, P_container_NRT, SD
"1919-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.4,60.0,"NaN"
"1919-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",9.7,28.0,"NaN"
"1919-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.3,97.0,"NaN"
"1919-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.2,117.0,"NaN"
"1919-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.0,36.0,"NaN"
"1919-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.3,77.0,"NaN"
"1919-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.7,34.0,"NaN"
"1919-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.3,116.0,"NaN"
"1919-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.7,135.0,"NaN"
"1920-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.6,121.0,"NaN"
"1920-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.5,23.0,"NaN"
"1920-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.0,31.0,"NaN"
"1920-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.5,40.0,"NaN"
"1920-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.3,95.0,"NaN"
"1920-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.8,60.0,"NaN"
"1920-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.1,106.0,"NaN"
"1920-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.1,74.0,"NaN"
"1920-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.8,126.0,"NaN"
"1920-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",6.2,12.0,"NaN"
"1920-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.6,3.0,"NaN"
"1920-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.0,42.0,"NaN"
"1921-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",2.4,70.0,"NaN"
"1921-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.0,7.0,"NaN"
"1921-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",2.6,11.0,"NaN"
"1921-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",5.2,43.0,"NaN"
"1921-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.2,87.0,"NaN"
"1921-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.0,59.0,"NaN"
"1921-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",16.7,76.0,"NaN"
"1921-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.9,83.0,"NaN"
"1921-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.2,48.0,"NaN"
"1921-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.5,17.0,"NaN"
"1921-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.0,46.0,"NaN"
"1921-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.6,37.0,"NaN"
"1922-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-3.4,71.0,"NaN"
"1922-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.9,58.0,"NaN"
"1922-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",2.5,86.0,"NaN"
"1922-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.0,131.0,"NaN"
"1922-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.7,86.0,"NaN"
"1922-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.8,127.0,"NaN"
"1922-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.8,134.0,"NaN"
"1922-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.2,103.0,"NaN"
"1922-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",9.6,169.0,"NaN"
"1922-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.0,71.0,"NaN"
"1922-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.1,95.0,"NaN"
"1922-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.8,71.0,"NaN"
"1923-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.4,51.0,"NaN"
"1923-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.3,72.0,"NaN"
"1923-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.0,38.0,"NaN"
"1923-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",5.4,65.0,"NaN"
"1923-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",10.2,65.0,"NaN"
"1923-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",9.6,81.0,"NaN"
"1923-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",17.0,20.0,"NaN"
"1923-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.0,53.0,"NaN"
"1923-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.2,62.0,"NaN"
"1923-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",9.5,109.0,"NaN"
"1923-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.6,83.0,"NaN"
"1923-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.5,91.0,"NaN"
"1924-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-5.1,24.0,"NaN"
"1924-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-4.4,33.0,"NaN"
"1924-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.6,45.0,"NaN"
"1924-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",5.5,76.0,"NaN"
"1924-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.7,133.0,"NaN"
"1924-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.0,152.0,"NaN"
"1924-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.2,155.0,"NaN"
"1924-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.3,136.0,"NaN"
"1924-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.4,82.0,"NaN"
"1924-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.8,38.0,"NaN"
"1924-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.2,40.0,"NaN"
"1924-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.2,19.0,"NaN"
"1925-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.2,32.0,"NaN"
"1925-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.4,44.0,"NaN"
"1925-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.7,54.0,"NaN"
"1925-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",6.6,88.0,"NaN"
"1925-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.6,36.0,"NaN"
"1925-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.9,31.0,"NaN"
"1925-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.9,141.0,"NaN"
"1925-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.8,138.0,"NaN"
"1925-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",9.7,89.0,"NaN"
"1925-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.2,31.0,"NaN"
"1925-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.3,60.0,"NaN"
"1925-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.5,84.0,"NaN"
"1926-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.9,37.0,"NaN"
"1926-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.6,48.0,"NaN"
"1926-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.6,69.0,"NaN"
"1926-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.6,28.0,"NaN"
"1926-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",9.9,130.0,"NaN"
"1926-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.5,196.0,"NaN"
"1926-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.4,148.0,"NaN"
"1926-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.7,38.0,"NaN"
"1926-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.5,20.0,"NaN"
"1926-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.6,142.0,"NaN"
"1926-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.9,24.0,"NaN"
"1926-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.9,52.0,"NaN"
"1927-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.3,46.0,"NaN"
"1927-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.6,53.0,"NaN"
"1927-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.9,85.0,"NaN"
"1927-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",6.8,89.0,"NaN"
"1927-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",10.8,60.0,"NaN"
"1927-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.7,130.0,"NaN"
"1927-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.9,66.0,"NaN"
"1927-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.8,168.0,"NaN"
"1927-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.1,102.0,"NaN"
"1927-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",6.1,24.0,"NaN"
"1927-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.8,67.0,"NaN"
"1927-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.7,9.0,"NaN"
"1928-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.4,37.0,"NaN"
"1928-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.7,64.0,"NaN"
"1928-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",2.3,23.0,"NaN"
"1928-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",6.5,48.0,"NaN"
"1928-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.7,50.0,"NaN"
"1928-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.1,75.0,"NaN"
"1928-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",18.7,13.0,"NaN"
"1928-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",16.3,119.0,"NaN"
"1928-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.0,15.0,"NaN"
"1928-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.1,78.0,"NaN"
"1928-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.9,96.0,"NaN"
"1928-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.0,84.0,"NaN"
"1929-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-6.8,49.0,"NaN"
"1929-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-9.7,15.0,"NaN"
"1929-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.6,8.0,"NaN"
"1929-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.2,57.0,"NaN"
"1929-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.8,65.0,"NaN"
"1929-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.3,63.0,"NaN"
"1929-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",16.7,119.0,"NaN"
"1929-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.7,50.0,"NaN"
"1929-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.1,31.0,"NaN"
"1929-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.5,56.0,"NaN"
"1929-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.2,27.0,"NaN"
"1929-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.4,74.0,"NaN"
"1930-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.9,24.0,"NaN"
"1930-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.6,10.0,"NaN"
"1930-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.3,38.0,"NaN"
"1930-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.0,121.0,"NaN"
"1930-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",9.9,109.0,"NaN"
"1930-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",17.1,73.0,"NaN"
"1930-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.5,101.0,"NaN"
"1930-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.3,73.0,"NaN"
"1930-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.9,78.0,"NaN"
"1930-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.2,100.0,"NaN"
"1930-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.6,100.0,"NaN"
"1930-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.7,25.0,"NaN"
"1931-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.2,101.0,"NaN"
"1931-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-3.8,39.0,"NaN"
"1931-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.5,54.0,"NaN"
"1931-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.2,80.0,"NaN"
"1931-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.8,134.0,"NaN"
"1931-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.5,108.0,"NaN"
"1931-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.2,109.0,"NaN"
"1931-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.2,117.0,"NaN"
"1931-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.4,90.0,"NaN"
"1931-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",5.2,65.0,"NaN"
"1931-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.1,18.0,"NaN"
"1931-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-3.5,59.0,"NaN"
"1932-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.0,49.0,"NaN"
"1932-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-4.8,20.0,"NaN"
"1932-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.4,46.0,"NaN"
"1932-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.8,39.0,"NaN"
"1932-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",9.9,113.0,"NaN"
"1932-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.4,83.0,"NaN"
"1932-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.9,96.0,"NaN"
"1932-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",16.6,72.0,"NaN"
"1932-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.3,53.0,"NaN"
"1932-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",6.9,79.0,"NaN"
"1932-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",2.8,59.0,"NaN"
"1932-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.5,6.0,"NaN"
"1933-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-4.6,32.0,"NaN"
"1933-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.0,36.0,"NaN"
"1933-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.3,20.0,"NaN"
"1933-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",5.6,34.0,"NaN"
"1933-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.9,202.0,"NaN"
"1933-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",10.9,165.0,"NaN"
"1933-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.9,50.0,"NaN"
"1933-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.5,26.0,"NaN"
"1933-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.0,98.0,"NaN"
"1933-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.2,50.0,"NaN"
"1933-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.9,62.0,"NaN"
"1933-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-6.8,22.0,"NaN"
"1934-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.3,44.0,"NaN"
"1934-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.2,17.0,"NaN"
"1934-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.8,51.0,"NaN"
"1934-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.6,45.0,"NaN"
"1934-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.8,40.0,"NaN"
"1934-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.0,64.0,"NaN"
"1934-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",16.1,80.0,"NaN"
"1934-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.9,105.0,"NaN"
"1934-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.3,52.0,"NaN"
"1934-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.2,46.0,"NaN"
"1934-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.6,31.0,"NaN"
"1934-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",2.8,43.0,"NaN"
"1935-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-4.0,69.0,"NaN"
"1935-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.4,118.0,"NaN"
"1935-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.9,48.0,"NaN"
"1935-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",5.1,120.0,"NaN"
"1935-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.7,97.0,"NaN"
"1935-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.4,99.0,"NaN"
"1935-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",16.4,27.0,"NaN"
"1935-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.5,96.0,"NaN"
"1935-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.0,53.0,"NaN"
"1935-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",6.8,141.0,"NaN"
"1935-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",2.7,18.0,"NaN"
"1935-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.3,63.0,"NaN"
"1936-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.9,106.0,"NaN"
"1936-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.4,57.0,"NaN"
"1936-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.7,27.0,"NaN"
"1936-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",5.1,125.0,"NaN"
"1936-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",10.2,50.0,"NaN"
"1936-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.2,201.0,"NaN"
"1936-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.6,132.0,"NaN"
"1936-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",13.8,80.0,"NaN"
"1936-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.2,118.0,"NaN"
"1936-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",3.5,72.0,"NaN"
"1936-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.7,50.0,"NaN"
"1936-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.7,68.0,"NaN"
"1937-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.9,56.0,"NaN"
"1937-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",0.7,111.0,"NaN"
"1937-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.7,89.0,"NaN"
"1937-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",5.9,103.0,"NaN"
"1937-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",12.4,46.0,"NaN"
"1937-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.7,68.0,"NaN"
"1937-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",15.0,51.0,"NaN"
"1937-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.8,69.0,"NaN"
"1937-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",10.8,97.0,"NaN"
"1937-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",7.1,50.0,"NaN"
"1937-11","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",1.7,49.0,"NaN"
"1937-12","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-2.3,26.0,"NaN"
"1938-01","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-0.7,118.0,"NaN"
"1938-02","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",-1.8,55.0,"NaN"
"1938-03","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",4.2,35.0,"NaN"
"1938-04","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",2.1,43.0,"NaN"
"1938-05","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",8.6,84.0,"NaN"
"1938-06","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.4,110.0,"NaN"
"1938-07","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.8,125.0,"NaN"
"1938-08","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",14.3,126.0,"NaN"
"1938-09","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",11.7,63.0,"NaN"
"1938-10","s1m01","muensingen_apfelstetten","48.4072","9.4947","721","xxxxxxxxx",6.6,62.0,"NaN"
